Geography,year,variable_name,variable,estimate,moe
"Atlantic County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52230,2128
"Bergen County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,75851,2537
"Burlington County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,68090,2059
"Camden County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56913,1530
"Cape May County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,50024,3383
"Cumberland County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,47443,3702
"Essex County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51879,1171
"Gloucester County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,66759,3624
"Hudson County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,49557,2600
"Hunterdon County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,93297,5475
"Mercer County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,65305,2955
"Middlesex County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,72669,2253
"Monmouth County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77160,2302
"Morris County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,89587,3646
"Ocean County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54820,1726
"Passaic County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,49940,1852
"Salem County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,58164,6653
"Somerset County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,91688,3097
"Sussex County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,78488,3499
"Union County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,62260,1969
"Warren County, New Jersey",2006,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,62087,4124
"Atlantic County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,55767,3097
"Bergen County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,80482,2693
"Burlington County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,73566,2586
"Camden County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,59288,2927
"Cape May County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51995,2891
"Cumberland County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,47883,3795
"Essex County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,53499,1690
"Gloucester County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70881,2983
"Hudson County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51656,1615
"Hunterdon County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,100327,4282
"Mercer County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70258,4128
"Middlesex County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,75393,1940
"Monmouth County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,78247,2040
"Morris County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,94684,2695
"Ocean County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56281,1492
"Passaic County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54551,3257
"Salem County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54992,5582
"Somerset County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,97658,4270
"Sussex County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,78558,5020
"Union County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,61553,1553
"Warren County, New Jersey",2007,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,65930,4263
"Atlantic County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52696,2456
"Bergen County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,82361,2031
"Burlington County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77470,2546
"Camden County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,61066,1733
"Cape May County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60176,7099
"Cumberland County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,50833,2800
"Essex County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,55105,2872
"Gloucester County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70837,3584
"Hudson County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,55465,1920
"Hunterdon County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,102683,4846
"Mercer County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,73800,3207
"Middlesex County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77179,1460
"Monmouth County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,82736,2231
"Morris County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,99706,2943
"Ocean County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,59356,2494
"Passaic County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56816,2187
"Salem County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60200,5912
"Somerset County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,100608,3505
"Sussex County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,79058,3668
"Union County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,67540,2299
"Warren County, New Jersey",2008,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,76368,4134
"Atlantic County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52864,3752
"Bergen County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,80900,2253
"Burlington County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,74924,2339
"Camden County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60946,1910
"Cape May County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,50184,2666
"Cumberland County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,48959,2563
"Essex County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54085,1984
"Gloucester County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70487,3211
"Hudson County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56745,2057
"Hunterdon County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,100729,7360
"Mercer County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71650,3720
"Middlesex County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,75531,2824
"Monmouth County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,80553,2979
"Morris County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,96787,3995
"Ocean County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,59706,1769
"Passaic County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51828,2241
"Salem County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51907,6088
"Somerset County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,89871,3082
"Sussex County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,80120,3632
"Union County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,65250,3042
"Warren County, New Jersey",2009,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71162,4727
"Atlantic County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52571,2906
"Bergen County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77389,2822
"Burlington County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,74329,2322
"Camden County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57352,2273
"Cape May County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,53392,3666
"Cumberland County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51619,2460
"Essex County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52394,1225
"Gloucester County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70514,2509
"Hudson County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54817,2503
"Hunterdon County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,97874,8666
"Mercer County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70956,2427
"Middlesex County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,76443,2032
"Monmouth County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,80816,2234
"Morris County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,91469,2256
"Ocean County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57128,2033
"Passaic County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,53993,2556
"Salem County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56357,4639
"Somerset County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,94270,3617
"Sussex County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,84115,7133
"Union County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,66665,2173
"Warren County, New Jersey",2010,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71832,5465
"Atlantic County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,50829,3788
"Bergen County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,79272,2483
"Burlington County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,72896,2562
"Camden County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57784,2701
"Cape May County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,53256,2915
"Cumberland County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51548,3081
"Essex County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51009,1421
"Gloucester County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71850,4748
"Hudson County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56546,2810
"Hunterdon County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,99099,6125
"Mercer County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,73890,3953
"Middlesex County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,74522,2914
"Monmouth County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,79334,3401
"Morris County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,91332,2020
"Ocean County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56929,1933
"Passaic County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52382,2781
"Salem County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,53926,3118
"Somerset County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,96360,3965
"Sussex County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,83839,3984
"Union County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,66398,3593
"Warren County, New Jersey",2011,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,66594,5232
"Atlantic County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51191,2088
"Bergen County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,82729,3290
"Burlington County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,74693,2563
"Camden County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,59280,2732
"Cape May County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57001,3085
"Cumberland County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,47072,2635
"Essex County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51009,1489
"Gloucester County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,72930,3238
"Hudson County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57539,2807
"Hunterdon County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,105186,8184
"Mercer County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,67991,3439
"Middlesex County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77478,2104
"Monmouth County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,81308,1741
"Morris County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,95294,3759
"Ocean County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,59312,2257
"Passaic County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,59050,2365
"Salem County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60360,4923
"Somerset County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,95825,4704
"Sussex County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,86625,4747
"Union County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,65876,4044
"Warren County, New Jersey",2012,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71086,3435
"Atlantic County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52127,2250
"Bergen County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,81670,1288
"Burlington County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77398,2511
"Camden County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,58006,3347
"Cape May County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60560,4810
"Cumberland County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,45978,2820
"Essex County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,53610,2515
"Gloucester County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71355,2905
"Hudson County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56079,1860
"Hunterdon County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,110457,8455
"Mercer County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,70857,2063
"Middlesex County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,76848,2276
"Monmouth County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,83749,2555
"Morris County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,100176,2380
"Ocean County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60227,2316
"Passaic County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,58898,3312
"Salem County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,61943,6739
"Somerset County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,97219,4417
"Sussex County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,88407,6008
"Union County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,64593,2913
"Warren County, New Jersey",2013,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,67208,6343
"Atlantic County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,55313,3112
"Bergen County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,84677,3148
"Burlington County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,80896,2035
"Camden County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,62330,2612
"Cape May County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,56899,4079
"Cumberland County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,45339,2682
"Essex County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54754,1899
"Gloucester County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,79704,2504
"Hudson County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,58479,2567
"Hunterdon County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,103605,5738
"Mercer County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,74961,3786
"Middlesex County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77682,2806
"Monmouth County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,88413,4469
"Morris County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,100579,2151
"Ocean County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,63653,2772
"Passaic County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,58804,2722
"Salem County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57377,8142
"Somerset County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,100301,3156
"Sussex County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,82075,4925
"Union County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,69032,3571
"Warren County, New Jersey",2014,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71444,3365
"Atlantic County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,54052,3806
"Bergen County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,89023,3201
"Burlington County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,74800,3113
"Camden County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,65025,3754
"Cape May County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,57116,4361
"Cumberland County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,51315,2930
"Essex County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,52041,1348
"Gloucester County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,77565,3735
"Hudson County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,60530,1857
"Hunterdon County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,102122,4025
"Mercer County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,72417,3054
"Middlesex County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,78643,3510
"Monmouth County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,87092,3611
"Morris County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,101661,2787
"Ocean County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,63765,2132
"Passaic County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,55954,3583
"Salem County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,68830,6340
"Somerset County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,98440,4426
"Sussex County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,85086,6402
"Union County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71163,2818
"Warren County, New Jersey",2015,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),B19013_001,71277,6403
